Address,City,Name,Phone Number,Website,Zip Code,source_url
"330 Queens Plate Dr, Etobicoke, ON M9W 7J7",Etobicoke,Fortinos - Loblaw Pharmacy - Etobicoke - Queens Plate Dr,416-745-2825,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=60973,M9W 7J7,https://www.facebook.com/TheVillagePharm/
"1780 Albion Rd, Unit 6, Etobicoke, ON M9V 1C1",Etobicoke,House of Medicine - Etobicoke,416-745-2091,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=222549,M9V 1C1,https://www.facebook.com/TheVillagePharm/
"100 Humber College Blvd, Unit 102, Toronto, ON M9V 5G4",Toronto,Humber Green Pharmacy,416-744-3434,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61140,M9V 5G4,https://www.facebook.com/TheVillagePharm/
"1701 Martin Grove Rd, Toronto, ON M9V 4N4",Toronto,John Garland Pharmacy,416-743-3535,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61141,M9V 4N4,https://www.facebook.com/TheVillagePharm/
"2687 Kipling Ave, Unit 9, Etobicoke, ON M9V 5G6",Etobicoke,Kipling Medical Pharmacy,416-744-8825,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61119,M9V 5G6,https://www.facebook.com/TheVillagePharm/
"2141 Kipling Ave, Unit 5, Etobicoke, ON M9W 4K8",Etobicoke,Kipling Pharmacy,416-743-8333,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61116,M9W 4K8,https://www.facebook.com/TheVillagePharm/
"1111 Albion Rd, Etobicoke, ON M9V 1A9",Etobicoke,Medi Plus Pharmacy,416-744-8264,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61117,M9V 1A9,https://www.facebook.com/TheVillagePharm/
"1530 Albion Rd, Toronto, ON M9V 1B4",Toronto,Nofrills DRUGStore Pharmacy - Etobicoke - Albion Rd,416-744-7389,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=60972,M9V 1B4,https://www.facebook.com/TheVillagePharm/
"500 Rexdale Blvd, Unit A2, Etobicoke, ON M9W 6K5",Etobicoke,PharmaChoice - Etobicoke - Rexdale Blvd (Woodbine Pharmacy),416-679-8711,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61122,M9W 6K5,https://www.facebook.com/TheVillagePharm/
"4218 Lawrence Ave E, Unit 4, Toronto, ON M1E 4X9",Toronto,Pharmasave - Scarborough - 4218 Lawrence Ave E,416-284-4741,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=150276,M1E 4X9,https://www.facebook.com/TheVillagePharm/
"250 Wincott Dr, Etobicoke, ON M9R 2R5",Etobicoke,Rexall Pharmacy - Etobicoke - Wincott Dr,416-248-1735,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61011,M9R 2R5,https://www.facebook.com/TheVillagePharm/
"2700 Kipling Ave, Etobicoke, ON M9V 4P2",Etobicoke,Shih Pharmacy,416-740-1623,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61120,M9V 4P2,https://www.facebook.com/TheVillagePharm/
"Albion Mall, 1530 Albion Rd, Etobicoke, ON M9V 1B4",Etobicoke,Shoppers Drug Mart - Etobicoke - 1530 Albion Rd,416-741-7711,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61026,M9V 1B4,https://www.facebook.com/TheVillagePharm/
"Bostock Plaza, 900 Albion Rd, Bldg A, Unit 1, Etobicoke, ON M9V 1A5",Etobicoke,Shoppers Drug Mart - Etobicoke - 900 Albion Rd,416-741-2430,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61040,M9V 1A5,https://www.facebook.com/TheVillagePharm/
"Westway Plaza, 1735 Kipling Ave, Unit 2, Etobicoke, ON M9R 2Y8",Etobicoke,Shoppers Drug Mart - Etobicoke - Kipling Ave,416-247-8757,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61038,M9R 2Y8,https://www.facebook.com/TheVillagePharm/
"Rexdale Plaza, 123 Rexdale Blvd, Etobicoke, ON M9W 1P1",Etobicoke,Shoppers Drug Mart - Etobicoke - Rexdale Blvd,416-743-1645,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61036,M9W 1P1,https://www.facebook.com/TheVillagePharm/
"Martinway Plaza, 415 The Westway, Block A, Unit 1, Etobicoke, ON M9R 1H5",Etobicoke,Shoppers Drug Mart - Etobicoke - The Westway,416-249-8344,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61033,M9R 1H5,https://www.facebook.com/TheVillagePharm/
"1525 Albion Rd, Unit 104, Etobicoke, ON M9V 5G5",Etobicoke,Shoppers Simply Pharmacy - Etobicoke - Albion Rd,416-746-2000,https://www.mississaugahaltonhealthline.ca/displayService.aspx?id=61136,M9V 5G5,https://www.facebook.com/TheVillagePharm/
1 Hospital Dr,Peterborough,Peterborough Regional Health Centre,705-743-2121,https://www.prhc.on.ca,K9J 7C6,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305677/
"1055 Dundas St W, Mississauga, ON L5C 1C3",Mississauga,Greenfield Pharmacy,(905) 306-1212,https://greenfieldpharmacy.ca/,L5C 1C3,https://www.qch.on.ca/Pharmacy
483 Huron St,Toronto,Ontario College of Pharmacists,416-962-4861,http://www.ocpinfo.com,M5R 2R4,https://www.pocketpills.com/pharmacy-near-me/nearby/the-ottawa-hospital
"312 Queen St E, Brampton, ON L6V 1C2",Brampton,Aim Pharmacy,905-450-0150,https://www.centralwesthealthline.ca/displayService.aspx?id=61028,L6V 1C2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"2985 Drew Rd, Unit 114, Mississauga, ON L4T 0A4",Mississauga,Airport Pharmacy,905-677-2323,https://www.centralwesthealthline.ca/displayService.aspx?id=61123,L4T 0A4,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"1770 Albion Rd, Unit 40, Etobicoke, ON M9V 1C2",Etobicoke,Albion Drug Store,416-744-4200,https://www.centralwesthealthline.ca/displayService.aspx?id=191933,M9V 1C2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"1625 Albion Rd, Unit 104, Etobicoke, ON M9V 5H8",Etobicoke,Albion Health Pharmacy,416-749-9119,https://www.centralwesthealthline.ca/displayService.aspx?id=61114,M9V 5H8,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"900 Albion Rd, Unit A1, Etobicoke, ON M9V 1A5",Etobicoke,Albion Medical Pharmacy,416-740-5500,https://www.centralwesthealthline.ca/displayService.aspx?id=151443,M9V 1A5,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"500 Alder St, Unit 6, Orangeville, ON L9W 7T6",Orangeville,Alder Square Pharmacy,519-943-1936,https://www.centralwesthealthline.ca/displayService.aspx?id=222546,L9W 7T6,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"1 Bartley Bull Pkwy, Unit 6, Brampton, ON L6W 3T7",Brampton,Allwell Pharmacy - Brampton,905-450-1277,https://www.centralwesthealthline.ca/displayService.aspx?id=61027,L6W 3T7,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"10930 Goreway Dr, Unit CX2, Brampton, ON L6P 4N4",Brampton,Apex Pharmacy,905-913-8311,https://www.centralwesthealthline.ca/displayService.aspx?id=220207,L6P 4N4,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"300 Main St N, Brampton, ON L6V 4H6",Brampton,Astra Care Pharmacy,905-451-7333,https://www.centralwesthealthline.ca/displayService.aspx?id=178313,L6V 4H6,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"40 Finchgate Blvd, Suite 120, Brampton, ON L6T 3H9",Brampton,Bestgate Pharmacy,905-458-0030,https://www.centralwesthealthline.ca/displayService.aspx?id=61042,L6T 3H9,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"2683 Islington Ave, Etobicoke, ON M9V 2X7",Etobicoke,Blossom Pharmacy,647-340-4681,https://www.centralwesthealthline.ca/displayService.aspx?id=176373,M9V 2X7,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"170 McEwan Dr E, Unit 113, Bolton, ON L7E 4C8",Bolton,Bolton Health Pharmacy - Bolton - McEwan Dr,905-951-1020,https://www.centralwesthealthline.ca/displayService.aspx?id=61032,L7E 4C8,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"56 Chesterwood Cres, Unit 4, Brampton, ON L6Y 0Z4",Brampton,Bonnie Braes Drug Store,905-230-1214,https://www.centralwesthealthline.ca/displayService.aspx?id=169598,L6Y 0Z4,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"900 Peter Robertson Blvd, Unit 15, Brampton, ON L6R 1A2",Brampton,Bramalea BestCare Pharmacy,905-790-2500,https://www.centralwesthealthline.ca/displayService.aspx?id=169600,L6R 1A2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"7955 Financial Dr, Unit 2B, Brampton, ON L6Y 0J8",Brampton,Bramiss Pharmacy,905-460-8877,https://www.centralwesthealthline.ca/displayService.aspx?id=61048,L6Y 0J8,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"3975 Cottrelle Blvd, Unit 12, Brampton, ON L6P 2P9",Brampton,Brampton Community Pharmacy,905-915-8177,https://www.centralwesthealthline.ca/displayService.aspx?id=191603,L6P 2P9,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"9985 McVean Dr, Unit A3, Brampton, ON L6P 4K8",Brampton,Brampton Compounding Pharmacy,905-913-8811,https://www.centralwesthealthline.ca/displayService.aspx?id=174858,L6P 4K8,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"130 Father Tobin Rd, Unit 4, Brampton, ON L6R 3P1",Brampton,Brampton Discount Pharmacy,905-789-0909,https://www.centralwesthealthline.ca/displayService.aspx?id=191605,L6R 3P1,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"5 Brisdale Dr, Unit 103, Brampton, ON L7A 0S9",Brampton,Brisdale Pharmacy,905-840-6555,https://www.centralwesthealthline.ca/displayService.aspx?id=169603,L7A 0S9,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"118 Queen St W, Unit 301, Brampton, ON L6X 1A5",Brampton,CATP - Brampton,905-454-1406,https://www.centralwesthealthline.ca/displayService.aspx?id=61083,L6X 1A5,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"110 Brickyard Way, Unit 6, Brampton, ON L6V 4N1",Brampton,City Drug Mart Pharmacy,905-457-2400,https://www.centralwesthealthline.ca/displayService.aspx?id=61056,L6V 4N1,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"8 Taber Rd, Etobicoke, ON M9W 3A4",Etobicoke,Community Choice Pharmacy - Rexdale,416-746-8260,https://www.centralwesthealthline.ca/displayService.aspx?id=170155,M9W 3A4,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"8990 Chinguacousy Rd, Unit 8, Brampton, ON L6Y 5X6",Brampton,Cornerstone Pharmacy,905-450-6500,https://www.centralwesthealthline.ca/displayService.aspx?id=169605,L6Y 5X6,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"100 Biscayne Cres, Brampton, ON L6W 4S1",Brampton,Costco Pharmacy - Brampton - Biscayne Cres,905-454-1184,https://www.centralwesthealthline.ca/displayService.aspx?id=61060,L6W 4S1,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"55 New Huntington Rd, Wodbridge, ON L4H 4M9",Wodbridge,Costco Pharmacy - Vaughan,289-459-0921 ext 4,https://www.centralwesthealthline.ca/displayService.aspx?id=191959,L4H 4M9,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"2510 Countryside Dr, Unit 14, Brampton, ON L6R 3T4",Brampton,Countryside Drug Mart,905-497-1919 ext 2,https://www.centralwesthealthline.ca/displayService.aspx?id=169606,L6R 3T4,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"56 Queen St N, Unit 1, Bolton, ON L7E 1B9",Bolton,Dayspring Pharmacy,905-857-0777,https://www.centralwesthealthline.ca/displayService.aspx?id=172507,L7E 1B9,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"Lester B Pearson International Airport, Terminal 1, Level 2, EB 2201, 6301 Silver Dart Dr, Mississauga, ON L5P 1B2",Mississauga,DrugSmart Pharmacy - Toronto Pearson International Airport,1-844-759-4325,https://www.centralwesthealthline.ca/displayService.aspx?id=176180,L5P 1B2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"475 Charolais Blvd, Unit B-5, Brampton, ON L6Y 0M2",Brampton,Dukh Bhanjan Pharmacy,905-454-3001,https://www.centralwesthealthline.ca/displayService.aspx?id=61064,L6Y 0M2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"55 Dusk Dr, Brampton, ON L6Y 5Z6",Brampton,Dusk Pharmacy - Brampton,905-291-0417,https://www.centralwesthealthline.ca/displayService.aspx?id=169608,L6Y 5Z6,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"80 Eastern Ave, Unit 2, Brampton, ON L6W 1X9",Brampton,Eastern Pharmacy,905-488-5687,https://www.centralwesthealthline.ca/displayService.aspx?id=199009,L6W 1X9,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"115 Humber College Blvd, Suite 102, Etobicoke, ON M9V 0A9",Etobicoke,EGH Centre Pharmacy,416-743-0404,https://www.centralwesthealthline.ca/displayService.aspx?id=61137,M9V 0A9,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"184 Clarence St, Brampton, ON L6W 1T3",Brampton,Excellent Care Pharmacy - Brampton,905-451-1333,https://www.centralwesthealthline.ca/displayService.aspx?id=169609,L6W 1T3,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"105 Father Tobin Rd, Brampton, ON L6R 0W9",Brampton,Father Tobin Pharmacy,905-793-3510,https://www.centralwesthealthline.ca/displayService.aspx?id=61008,L6R 0W9,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"196 Main St S, Unit 2A, Brampton, ON L6W 2E2",Brampton,Flowercity Pharmacy,905-450-2233,https://www.centralwesthealthline.ca/displayService.aspx?id=222504,L6W 2E2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"55 Mountainash Rd, Brampton, ON L6R 1W4",Brampton,Fortinos - Loblaw Pharmacy - Brampton - Mountainash Rd,905-793-8813,https://www.centralwesthealthline.ca/displayService.aspx?id=60961,L6R 1W4,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"60 Quarry Edge Dr, Brampton, ON L6V 4K2",Brampton,Fortinos - Loblaw Pharmacy - Brampton - Quarry Edge Dr,905-453-5250,https://www.centralwesthealthline.ca/displayService.aspx?id=60968,L6V 4K2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"35 Worthington Ave, Brampton, ON L7A 2Y7",Brampton,Fortinos - Loblaw Pharmacy - Brampton - Worthington Ave,905-495-8123,https://www.centralwesthealthline.ca/displayService.aspx?id=60959,L7A 2Y7,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"487 Queen St S, Bolton, ON L7E 2B4",Bolton,Fortinos DRUGStore Pharmacy - Bolton - Queen St S,905-951-7502,https://www.centralwesthealthline.ca/displayService.aspx?id=60970,L7E 2B4,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"3998 Cottrelle Blvd, Brampton, ON L6P 2R1",Brampton,FreshCo Pharmacy - Brampton - Cottrelle Blvd,905-794-5756,https://www.centralwesthealthline.ca/displayService.aspx?id=61098,L6P 2R1,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"8405 Financial Dr, Unit 11, Brampton, ON L6Y 0E3",Brampton,FreshCo Pharmacy - Brampton - Financial Dr,905-456-1556,https://www.centralwesthealthline.ca/displayService.aspx?id=191636,L6Y 0E3,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"10 Gillingham Dr, Unit 110B, Brampton, ON L6X 5A5",Brampton,Gillingham Pharmacy,905-459-7800,https://www.centralwesthealthline.ca/displayService.aspx?id=61067,L6X 5A5,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"Brandon Gate Plaza, 4025 Brandon Gate Dr, Mississauga, ON L4T 3Z9",Mississauga,Good Luck Pharmacy,905-672-8008,https://www.centralwesthealthline.ca/displayService.aspx?id=61126,L4T 3Z9,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"8730 The Gore Rd, Unit C, Brampton, ON L6P 0B1",Brampton,Gore Queen Pharmacy,905-913-2680,https://www.centralwesthealthline.ca/displayService.aspx?id=191642,L6P 0B1,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"7330 Goreway Dr, Mississauga, ON L4T 4J2",Mississauga,Goreway Medical Pharmacy - Mississauga - 7330 Goreway Dr,905-671-3784,https://www.centralwesthealthline.ca/displayService.aspx?id=61128,L4T 4J2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"1 Wexford Rd, Unit 5, Brampton, ON L6Z 2W1",Brampton,Greencross Pharmacy,905-840-7133,https://www.centralwesthealthline.ca/displayService.aspx?id=61068,L6Z 2W1,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"Royal Courtyards, Lower Level, 18 King St E, Unit M1, Bolton, ON L7E 1E8",Bolton,Guardian Pharmacy - Bolton - King St E (Leggett and Smith Pharmacy),905-857-1474,https://www.centralwesthealthline.ca/displayService.aspx?id=111955,L7E 1E8,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"11670 Hurontatio St, Brampton, ON L7A 1R2",Brampton,Guardian Pharmacy - Brampton - 11670 Hurontario St (Brinkley Pharmacy),905-495-5050,https://www.centralwesthealthline.ca/displayService.aspx?id=191607,L7A 1R2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"630 Peter Robertson Blvd, Brampton, ON L6R 1T4",Brampton,Guardian Pharmacy - Brampton - 630 Peter Robertson Blvd (Springdale Pharmacy),905-790-6800,https://www.centralwesthealthline.ca/displayService.aspx?id=61002,L6R 1T4,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"7700 Hurontario St, Unit 202, Brampton, ON L6Y 4M3",Brampton,Guardian Pharmacy - Brampton - 7700 Hurontario St (Morelli's Pharmacy),905-459-9667,https://www.centralwesthealthline.ca/displayService.aspx?id=60995,L6Y 4M3,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"15 Ashby Field Rd, Units 5-6, Brampton, ON L6X 3B7",Brampton,Guardian Pharmacy - Brampton - Ashby Field Rd (Spring Valley Pharmacy),905-450-6444,https://www.centralwesthealthline.ca/displayService.aspx?id=111971,L6X 3B7,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"700 Balmoral Dr, Unit 13, Brampton, ON L6T 1X2",Brampton,Guardian Pharmacy - Brampton - Balmoral Dr (Southgate Pharmacy),905-790-8860,https://www.centralwesthealthline.ca/displayService.aspx?id=61003,L6T 1X2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"225 Castle Oaks Crossing, Brampton, ON L6P 3X3",Brampton,Guardian Pharmacy - Brampton - Castle Oaks Crossing (Castle Oaks Pharmacy),905-794-2255,https://www.centralwesthealthline.ca/displayService.aspx?id=150886,L6P 3X3,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"147 Clarence St, Unit 30, Brampton, ON L6W 1T2",Brampton,Guardian Pharmacy - Brampton - Clarence St (Nathan Pharmacy),905-497-6500,https://www.centralwesthealthline.ca/displayService.aspx?id=61086,L6W 1T2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"1975 Cottrelle Blvd, Unit 5, Brampton, ON L6P 2Z8",Brampton,Guardian Pharmacy - Brampton - Cottrelle Blvd (Valley Creek Pharmacy),905-794-1001,https://www.centralwesthealthline.ca/displayService.aspx?id=61009,L6P 2Z8,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"9715 James Potter Rd, Unit 101, Brampton, ON L6X 3B9",Brampton,Guardian Pharmacy - Brampton - James Potter Rd (James Potter Pharmacy),905-456-0800,https://www.centralwesthealthline.ca/displayService.aspx?id=169612,L6X 3B9,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"1455 Mayfield Rd, Unit A1, Brampton, ON L7A 5G6",Brampton,Guardian Pharmacy - Brampton - Mayfield Rd (Upper Mount Guardian Pharmacy),905-495-2002,https://www.centralwesthealthline.ca/displayService.aspx?id=213044,L7A 5G6,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"164 Queen St E, Unit 105, Brampton, ON L6V 1B4",Brampton,Guardian Pharmacy - Brampton - Queen St E (Pharma Center Pharmacy),905-454-3200,https://www.centralwesthealthline.ca/displayService.aspx?id=60981,L6V 1B4,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"192 Queen St W, Brampton, ON L6X 1A8",Brampton,Guardian Pharmacy - Brampton - Queen St W (Downtown Brampton Pharmacy),905-874-0000,https://www.centralwesthealthline.ca/displayService.aspx?id=191630,L6X 1A8,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"20 Rivermont Rd, Unit B8-B9, Brampton, ON L6Y 6G7",Brampton,Guardian Pharmacy - Brampton - Rivermont Rd (Rivermont Pharmacy),905-455-7289,https://www.centralwesthealthline.ca/displayService.aspx?id=196752,L6Y 6G7,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"373 Steeles Ave W, Units 6-7, Brampton, ON L6Y 0P8",Brampton,Guardian Pharmacy - Brampton - Steeles Ave (Sheridan Pharmay),905-453-8555,https://www.centralwesthealthline.ca/displayService.aspx?id=61073,L6Y 0P8,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"611 Wanless Dr, Unit 1, Brampton, ON L7A 3Y6",Brampton,Guardian Pharmacy - Brampton - Wanless Dr (Storybrook Pharmacy),905-840-9994,https://www.centralwesthealthline.ca/displayService.aspx?id=169765,L7A 3Y6,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"15771 Airport Rd, Unit 1, Caledon, ON L7C 1K2",Caledon,Guardian Pharmacy - Caledon - Airport Rd (Caledon East Pharmacy),905-584-2238,https://www.centralwesthealthline.ca/displayService.aspx?id=111951,L7C 1K2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"8077 Islington Ave, Unit 101, Woodbride, ON L4L 7X7",Woodbride,Guardian Pharmacy - Woodbridge - Islington Ave (Pine Grove Pharmacy),905-850-1111,https://www.centralwesthealthline.ca/displayService.aspx?id=191961,L4L 7X7,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"5283 Rutherford Rd, Unit 2, Woodbridge, ON L4H 2T2",Woodbridge,Guardian Pharmacy - Woodbridge - Rutherford Rd (Rutherford Pharmacy),905-850-9666,https://www.centralwesthealthline.ca/displayService.aspx?id=61016,L4H 2T2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"150 Yellow Avens Blvd, Unit 3, Brampton, ON L6R 0M5",Brampton,Healthline Pharmacy,905-458-9000,https://www.centralwesthealthline.ca/displayService.aspx?id=61069,L6R 0M5,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"230 Sandalwood Pkwy E, Brampton, ON L6Z 1R3",Brampton,Heart Lake The Compounding Centre,905-846-3737,https://www.centralwesthealthline.ca/displayService.aspx?id=61001,L6Z 1R3,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"167 Woodbridge Ave, Woodbridge, ON L4L 2S6",Woodbridge,Henderson's Woodbridge Medical Pharmacy,905-851-1109,https://www.centralwesthealthline.ca/displayService.aspx?id=61145,L4L 2S6,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"31 Main St N, Brampton, ON L6X 1M8",Brampton,Hooper's Pharmacy - Brampton - Main St,905-451-2453,https://www.centralwesthealthline.ca/displayService.aspx?id=61072,L6X 1M8,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"30 Martha St, Unit 103, Bolton, ON L7E 5V1",Bolton,IDA Pharmacy - Bolton - Martha St (Bolton Lifecare Pharmacy),905-857-9494,https://www.centralwesthealthline.ca/displayService.aspx?id=61100,L7E 5V1,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"10970 Bramalea Rd, Brampton, ON L6R 3X1",Brampton,IDA Pharmacy - Brampton - Bramalea Rd (B and C Pharmacy),289-569-0125,https://www.centralwesthealthline.ca/displayService.aspx?id=178314,L6R 3X1,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"10095 Bramalea Rd, Unit 103, Brampton, ON L6R 0K1",Brampton,IDA Pharmacy - Brampton - Bramalea Rd (Brampton Hospital Pharmacy),905-792-9998,https://www.centralwesthealthline.ca/displayService.aspx?id=61005,L6R 0K1,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"305 Charolais Blvd, Brampton, ON L6Y 2R2",Brampton,IDA Pharmacy - Brampton - Charolais Blvd (Charolais Pharmacy),905-452-9000,https://www.centralwesthealthline.ca/displayService.aspx?id=60985,L6Y 2R2,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"10990 Chinguacousy Rd, Unit 1, Brampton, ON L7A 0P1",Brampton,IDA Pharmacy - Brampton - Chinguacousy Rd (Pharmaguard Pharmacy),905-846-8912,https://www.centralwesthealthline.ca/displayService.aspx?id=169755,L7A 0P1,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"11210 Creditview Rd, Unit D, Brampton, ON L7A 4X3",Brampton,IDA Pharmacy - Brampton - Creditview Rd (Creditview Pharmacy),905-495-4500,https://www.centralwesthealthline.ca/displayService.aspx?id=191625,L7A 4X3,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"4515 Ebenezer Rd, Unit 110, Brampton, ON L6P 2K7",Brampton,IDA Pharmacy - Brampton - Ebenezer Rd (Gore Pharmacy),905-794-5003,https://www.centralwesthealthline.ca/displayService.aspx?id=61010,L6P 2K7,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"8015 Financial Dr, Unit B2, Brampton, ON L6Y 0M7",Brampton,IDA Pharmacy - Brampton - Financial Dr (Copper Ridge),905-453-9003,https://www.centralwesthealthline.ca/displayService.aspx?id=169607,L6Y 0M7,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"25 Gateway Blvd, Units 3-4, Brampton, ON L6T 0H8",Brampton,IDA Pharmacy - Brampton - Gateway Blvd (Gateway Medical Plex Pharmacy),905-799-0032,https://www.centralwesthealthline.ca/displayService.aspx?id=169610,L6T 0H8,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
"9300 Goreway Dr, Unit 109, Brampton, ON L6P 4N1",Brampton,IDA Pharmacy - Brampton - Goreway Dr (Goreway Pharmacy),289-748-4200,https://www.centralwesthealthline.ca/displayService.aspx?id=222509,L6P 4N1,https://cortico.health/pharmacies/ottawa-on/the-ottawa-hospital-305678/
