Address,City,Name,source_url
"145 Government Rd E, Kirkland Lake, ON P2N 3P4",Kirkland Lake,Blanche River Health - Kirkland Lake Site - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"825 McKinnon Dr, Espanola, ON P5E 1R4",Espanola,Espanola Regional Hospital and Health Centre - Emergency and Acute Care,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"41 Ramsey Lake Rd, Sudbury, ON P3E 5J1",Sudbury,Health Sciences North - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"1405 Edward St, Hearst, ON P0L 1N0",Hearst,Hôpital Notre-Dame Hospital - Hearst - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"278 Front St, Hornepayne, ON P0M 1Z0",Hornepayne,Hornepayne Community Hospital - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"17 Government Rd, Wawa, ON P0S 1K0",Wawa,Lady Dunn Health Centre - Wawa - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"11 Meredith St E, Little Current, ON P0P 1K0",Little Current,Manitoulin Health Centre - Little Current - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"2120B Hwy 551, Mindemoya, ON P0P 1S0",Mindemoya,Manitoulin Health Centre - Mindemoya - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"217 Turcotte Park Rd, Mattawa, ON P0H 1V0",Mattawa,Mattawa Hospital - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"58 Anson Dr, Iroquois Falls, ON P0K 1E0",Iroquois Falls,MICs Group of Health Services - Anson General Hospital - Iroquois Falls - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"507 8th Ave, Matheson, ON P0K 1N0",Matheson,MICs Group of Health Services - Bingham Memorial Hospital - Matheson - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"241 Eighth St, Cochrane, ON P0L 1C0",Cochrane,MICs Group of Health Services - Lady Minto Hospital - Cochrane - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"50 College Dr, North Bay, ON P1B 5A4",North Bay,North Bay Regional Health Centre - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"525 Causley St, Blind River, ON P0R 1B0",Blind River,North Shore Health Network - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"1180 Richards St, Richards Landing, ON P0R 1J0",Richards Landing,North Shore Health Network - Richards Landing - Matthews Site - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"135 Dawson St, Thessalon, ON P0R 1L0",Thessalon,North Shore Health Network - Thessalon Site - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"750 Great Northern Rd, Sault Ste Marie, ON P6B 0A8",Sault Ste Marie,Sault Area Hospital - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"101 Progress Cres, Kapuskasing, ON P5N 3H5",Kapuskasing,Sensenbrenner Hospital - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"6 Broomhead Rd, Chapleau, ON P0M 1K0",Chapleau,Services de santé de Chapleau Health Services - Chapleau General Hospital - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"107 Kelly Rd, Smooth Rock Falls, ON P0L 2B0",Smooth Rock Falls,Smooth Rock Falls Hospital - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"70 Spine Rd, Elliot Lake, ON P5A 1X2",Elliot Lake,St Joseph's General Hospital Elliot Lake - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"421 Shepherdson Rd, New Liskeard, ON P0J 1P0",New Liskeard,Temiskaming Hospital - New Liskeard - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"700 Ross Ave E, Timmins, ON P4N 8P2",Timmins,Timmins and District Hospital (TADH) - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"972 Riverside E, Attawapiskat, ON P0L 1A0",Attawapiskat,Weeneebayko Area Health Authority (WAHA) - Attawapiskat Hospital - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"5 Airport Rd, Fort Albany, ON P0L 1H0",Fort Albany,Weeneebayko Area Health Authority (WAHA) - Fort Albany Hospital - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"19 Hospital Dr, Moose Factory, ON P0L 1W0",Moose Factory,Weeneebayko Area Health Authority (WAHA) - Weeneebayko General Hospital (WGH) - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"725 Coursol Rd, Sturgeon Falls, ON P2B 2Y6",Sturgeon Falls,West Nipissing General Hospital (The) - Sturgeon Falls - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"6 Albert St, Parry Sound, ON P2A 3A4",Parry Sound,West Parry Sound Health Centre - Emergency Department,https://211ontario.ca/results/?searchLocation=Greater+Sudbury&topicPath=95&latitude=46.4917317&longitude=-80.993029
"125 Hogan Rd, PO Box 37, Nipigon, ON P0T 2J0",Nipigon,Nipigon District Memorial Hospital,https://www.ontario.ca/page/classification-hospitals
"1200 Fourth Ave., St. Catharines, ON, L2S 0A9",St. Catharines,Niagara Health,https://en.wikipedia.org/wiki/Trillium_Health_Partners
339 Windermere Road,London,University Hospital,https://www.nygh.on.ca/about-us/overview/
58 Anson Dr,Iroquois Falls,Anson General Hospital,https://www.greybruceoht.ca/
507 - 8th Ave,Matheson,Bingham Memorial Hospital,https://www.greybruceoht.ca/
525 Causley St,Blind River,Blind River District Health Centre,https://www.greybruceoht.ca/
55 Hwy 118 W,Bracebridge,Bracebridge Medical Centre & Walk In,https://www.greybruceoht.ca/
150 Houston St,Burk's Falls,Burk's Falls & District Health Centre,https://www.greybruceoht.ca/
15 Godfrey St,Larder Lake,Centre De Sante Communautaire Du Temiskaming,https://www.greybruceoht.ca/
180 rue Anvik,Temiscaming,Centre Integre de Sante et de Services Sociaux (CISSS) de L'Abitibi-Temiscamingue - Pavillon Temiscaming-Kipawa (CH CLSC CHSLD),https://www.greybruceoht.ca/
6 Broomhead Rd,Chapleau,Chapleau General Hospital,https://www.greybruceoht.ca/
5th St,Englehart,Englehart & District Hospital Inc,https://www.greybruceoht.ca/
825 McKinnon Dr,Espanola,Espanola Regional Hospital & Health Centre,https://www.greybruceoht.ca/
Pickering Parkway,Pickering,Gifted Hands Health Services,https://www.greybruceoht.ca/
41 Ramsay Lake Rd,Sudbury,Health Sciences North,https://www.greybruceoht.ca/
41 Ramsey Lake Rd,Sudbury,Health Sciences North/Horizon Sante-Nord,https://www.greybruceoht.ca/
1405 Edward St,Hearst,Hopital Notre Dame Hospital (Hearst),https://www.greybruceoht.ca/
"4001 Leslie St., Toronto, ON M2K 1E1",Toronto,North York General Hospital,https://www.brightshores.ca/about-us/
"4001 Leslie Street, Toronto ON M2K 1E1",Toronto,North York General Hospital,https://www.niagarahealth.on.ca/site/home
"4001 Leslie St., Toronto, ON M2K 1E1",Toronto,North York General Hospital,https://ontariohealthathome.ca/document-library/
"4319 Cove Road at Hwy 15, P.O. Box 58",Portland,Country Roads Community Health Centre,https://www.cms.gov/team-model-participant-list
79 Bedford Street,Westport,Country Roads Community Health Centre – Westport,https://www.cms.gov/team-model-participant-list
1900 Davenport Road,Toronto,Davenport-Perth Neighbourhood and Community Health Centre,https://www.cms.gov/team-model-participant-list
1619 Queen Street East,Toronto,East End Community Health Centre,https://www.cms.gov/team-model-participant-list
"2555 Dixie Road, Unit 7",Mississauga,East Mississauga Community Health Centre (Satellite of Lamp CHC),https://www.cms.gov/team-model-participant-list
10 Gateway Boulevard,Toronto,Flemingdon Health Centre,https://www.cms.gov/team-model-participant-list
"5 Fairview Mall Drive, Suite 359",Toronto,Flemingdon Health Centre - Fairview Community Health,https://www.cms.gov/team-model-participant-list
"41 McClellan Street, Post Box 99",Tweed,Gateway Community Health Centre,https://www.cms.gov/team-model-participant-list
"69 Main Street East, P.O. Box 1269",Grand Bend,Grand Bend Area Community Health Centre Inc.,https://www.cms.gov/team-model-participant-list
"122 King Street, Box 159",Hensall,Grand Bend Area Community Health Centre – Hensall,https://www.cms.gov/team-model-participant-list
"99 Victoria Street, Box 9",Thedford,Grand Bend Area Community Health Centre – Thedford,https://www.cms.gov/team-model-participant-list
363 Colborne Street,Brantford,Grand River Community Health Centre,https://www.cms.gov/team-model-participant-list
176 Wyndham Street North,Guelph,Guelph Community Health Centre,https://www.cms.gov/team-model-participant-list
20 Shelldale Crescent,Guelph,Guelph Community Health Centre – Shelldale Satellite Clinic,https://www.cms.gov/team-model-participant-list
1320 Barton Street East,Hamilton,Hamilton-Niagara Community Health Centre – Hamilton Site,https://www.cms.gov/team-model-participant-list
810 East Main Street,Welland,Hamilton-Niagara Community Health Centre – Welland Site,https://www.cms.gov/team-model-participant-list
181 Main Street West,Hamilton,Hamilton Urban Core Community Health Centre,https://www.cms.gov/team-model-participant-list
"263 Weller Avenue, Unit 4",Kingston,Kingston Community Health Centres,https://www.cms.gov/team-model-participant-list
26 Dundas Street West,Napanee,Kingston Community Health Centres – Greater Napanee Health Home,https://www.cms.gov/team-model-participant-list
115 Barrack Street,Kingston,Kingston Community Health Centres – Street Health Centre,https://www.cms.gov/team-model-participant-list
"791 Princess Street, Suite 201",Kingston,Kingston Community Health Centres – Midtown Kingston Health Home,https://www.cms.gov/team-model-participant-list
44 Francis Street South,Kitchener,Kitchener Downtown Community Health Centre,https://www.cms.gov/team-model-participant-list
185 – 5th Street,Etobicoke,Lakeshore Area Multi-Service Project (LAMP),https://www.cms.gov/team-model-participant-list
1145 Concession Road,Cambridge,Langs,https://www.cms.gov/team-model-participant-list
2958 Greenfield Road,Ayr,Langs – North Dumfries Community Health Centre Satellite,https://www.cms.gov/team-model-participant-list
"1700 Dundas Street, Unit 1",London,London Intercommunity Health Centre – Argyle Site,https://www.cms.gov/team-model-participant-list
659 Dundas Street East,London,London InterCommunity Health Centre - Dundas Site,https://www.cms.gov/team-model-participant-list
"1355 Huron Street, Unit 7",London,London Intercommunity Health Centre – Huron Site,https://www.cms.gov/team-model-participant-list
"1100 Main Street, P.O. Box 450",Ignace,Mary Berglund Community Health Centre,https://www.cms.gov/team-model-participant-list
130 Wilson Avenue,Timmins,Misiway Milopemahtesewin Community Health Centre,https://www.cms.gov/team-model-participant-list
4790 Victoria Avenue,Niagara Falls,Niagara Falls Community Health Centre,https://www.cms.gov/team-model-participant-list
99 Toronto Road,Port Hope,Northumberland Community Health Centre,https://www.cms.gov/team-model-participant-list
"3-59 King Street West, P.O. Box 1120",Forest,North Lambton Community Health Centre,https://www.cms.gov/team-model-participant-list
"6275 Indian Lane, RR #2",Kettle Point,North Lambton Community Health Centre – Kettle Point,https://www.cms.gov/team-model-participant-list
"429 Exmouth Street, Suite 100",Sarnia,North Lambton Community Health Centre – West Lambton Community Health Centre,https://www.cms.gov/team-model-participant-list
525 Simpson Street,Thunder Bay,NorWest Community Health Centres,https://www.cms.gov/team-model-participant-list
P.O. Box 104,Armstrong,Norwest Community Health Centres – Armstrong,https://www.cms.gov/team-model-participant-list
"99 Skinner Avenue, P.O. Box 910",Longlac,Norwest Community Health Centres – Longlac,https://www.cms.gov/team-model-participant-list
96 Tillson Avenue,Tillsonburg,Oxford County Community Health Centre – Tillsonburg Point of Access Livingston Centre,https://www.cms.gov/team-model-participant-list
1229 Queen Street West,Toronto,Parkdale Community Health Centre,https://www.cms.gov/team-model-participant-list
"27 Roncesvalles Avenue, Suite 301",Toronto,Parkdale Community Health Centre – 27 Roncesvalles Avenue,https://www.cms.gov/team-model-participant-list
"4100 Strandherd Drive, Suite 201",Nepean,Pinecrest-Queensway Community Health Centre – South Nepean Community Health Centre,https://www.cms.gov/team-model-participant-list
203-1365 Richmond Road,Ottawa,Pinecrest-Queensway Health and Community Services,https://www.cms.gov/team-model-participant-list
36B Prince Arthur Avenue,Toronto,Planned Parenthood of Toronto,https://www.cms.gov/team-model-participant-list
"145 Queenston Street, Suite 100",St. Catharines,Quest Community Health Centre,https://www.cms.gov/team-model-participant-list
49 Mill Street,Killaloe,Rainbow Valley Community Health Centre,https://www.cms.gov/team-model-participant-list
465 Dundas Street East,Toronto,Regent Park Community Health Centre,https://www.cms.gov/team-model-participant-list
8 Taber Road,Etobicoke,Rexdale Community Health Centre,https://www.cms.gov/team-model-participant-list
301-222 Dixon Road,Etobicoke,Rexdale Community Health Centre Satellite,https://www.cms.gov/team-model-participant-list
"609 The East Mall, Unit 32",Etobicoke,Rexdale Community Health Centre – Burnhamthorpe 427 Community Centre,https://www.cms.gov/team-model-participant-list
"21 Panorama Court, Unit 15",Toronto,Rexdale Community Health Centre – Jamestown Hub,https://www.cms.gov/team-model-participant-list
"354 Read Street, P.O. Box 550",Merrickville,Rideau Community Health Services,https://www.cms.gov/team-model-participant-list
200 Fletcher Crescent,Alliston,Stevenson Memorial Hospital,https://www.williamoslerhs.ca/en/index.aspx
201 Georgian Drive,Barrie,Royal Victoria Regional Health Centre,https://www.williamoslerhs.ca/en/index.aspx
2100 Bovaird Drive East,Brampton,Brampton Civic Hospital,https://www.williamoslerhs.ca/en/index.aspx
101 Humber College Boulevard,Etobicoke,Etobicoke General Hospital (Toronto),https://www.williamoslerhs.ca/en/index.aspx
20 Lynch Street,Brampton,Peel Memorial Centre for Integrated Health and Wellness,https://www.williamoslerhs.ca/en/index.aspx
200 Church Street,Toronto,Reactivation Care Centre – Church (Toronto),https://www.williamoslerhs.ca/en/index.aspx
459 Hume Street,Collingwood,Collingwood General And Marine Hospital,https://www.williamoslerhs.ca/en/index.aspx
100 Frank Miller Drive,Huntsville,Huntsville District Memorial Hospital,https://www.williamoslerhs.ca/en/index.aspx
75 Ann Street,Bracebridge,South Muskoka Memorial Hospital (Bracebridge),https://www.williamoslerhs.ca/en/index.aspx
381 Church Street,Markham,Markham-Stouffville Hospital,https://www.williamoslerhs.ca/en/index.aspx
4 Campbell Drive,Uxbridge,Uxbridge Hospital,https://www.williamoslerhs.ca/en/index.aspx
2111 Finch Avenue West,Toronto,Reactivation Care Centre – Finch (Toronto),https://www.williamoslerhs.ca/en/index.aspx
1112 St. Andrew's Drive,Midland,Main Site,https://www.williamoslerhs.ca/en/index.aspx
611 Prospect Boulevard,Midland,Prospect Boulevard Site,https://www.williamoslerhs.ca/en/index.aspx
2200 Eglinton Avenue West,Mississauga,Credit Valley Hospital,https://www.williamoslerhs.ca/en/index.aspx
100 Queensway West,Mississauga,Mississauga Hospital,https://www.williamoslerhs.ca/en/index.aspx
150 Sherway Drive,Toronto,Queensway Health Centre (Toronto),https://www.williamoslerhs.ca/en/index.aspx
"2180 Speakman Drive, Ground Floor",Mississauga,Speakman Dialysis Care Centre,https://www.williamoslerhs.ca/en/index.aspx
82 Buttonwood Avenue,Toronto,UHN Reactivation Care Centre (Toronto),https://www.williamoslerhs.ca/en/index.aspx
596 Davis Drive,Newmarket,Newmarket Site,https://www.williamoslerhs.ca/en/index.aspx
3001 Hospital Drive,Oakville,Oakville Trafalgar Memorial Hospital,https://www.williamoslerhs.ca/en/index.aspx
725 Bronte Street South,Milton,Milton District Hospital,https://www.williamoslerhs.ca/en/index.aspx
1 Princess Anne Drive,Georgetown,Georgetown Hospital,https://www.williamoslerhs.ca/en/index.aspx
100 Rolling Hills Drive,Orangeville,Headwaters Health Care Centre,https://www.williamoslerhs.ca/en/index.aspx
170 Colborne Street West,Orillia,Orillia Soldiers' Memorial Hospital,https://www.williamoslerhs.ca/en/index.aspx
500 Church Street,Penetanguishene,Waypoint Centre for Mental Health Care (main site),https://www.williamoslerhs.ca/en/index.aspx
287 Bayshore Drive,Midland,Bayshore Drive Site (Midland),https://www.williamoslerhs.ca/en/index.aspx
10 Trench Street,Richmond Hill,Mackenzie Richmond Hill Hospital,https://www.williamoslerhs.ca/en/index.aspx
3200 Major Mackenzie Drive West,Vaughan,Cortellucci Vaughan Hospital (Vaughan),https://www.williamoslerhs.ca/en/index.aspx
"9401 Jane Street, Suite 101",Vaughan,Jane Street Site (Vaughan),https://www.williamoslerhs.ca/en/index.aspx
20260 County Road 43,Alexandria,Glengarry Memorial Hospital,https://www.williamoslerhs.ca/en/index.aspx
75 Spring Street,Almonte,Almonte General Hospital,https://www.williamoslerhs.ca/en/index.aspx
350 John Street North,Arnprior,Arnprior And District Memorial Hospital (The),https://www.williamoslerhs.ca/en/index.aspx
7 St. Francis Memorial Drive,Barry's Bay,St Francis Memorial Hospital,https://www.williamoslerhs.ca/en/index.aspx
265 Dundas Street East,Belleville,Belleville General Hospital,https://www.williamoslerhs.ca/en/index.aspx
1-H Manor Lane,Bancroft,North Hastings Hospital (Bancroft),https://www.williamoslerhs.ca/en/index.aspx
403 Main Street East,Picton,Prince Edward County Memorial Hospital (Picton),https://www.williamoslerhs.ca/en/index.aspx
242 King Street,Trenton,Trenton Memorial Hospital (Trenton),https://www.williamoslerhs.ca/en/index.aspx
75 Charles Street,Brockville,Brockville General Hospital,https://www.williamoslerhs.ca/en/index.aspx
146 Oliver Road,Campbellford,Campbellford Memorial Hospital,https://www.williamoslerhs.ca/en/index.aspx
211 Lake Avenue East,Carleton Place,Carleton Place And District Memorial Hospital,https://www.williamoslerhs.ca/en/index.aspx
1000 DePalma Drive,Coburg,Northumberland Hills Hospital,https://www.williamoslerhs.ca/en/index.aspx
14 York Street,Cornwall,St. Joseph's Continuing Care Centre,https://www.williamoslerhs.ca/en/index.aspx
840 McConnell Avenue,Cornwall,Cornwall Community Hospital/Hôpital communautaire de Cornwall,https://www.williamoslerhs.ca/en/index.aspx
117 Banting Drive,Deep River,Deep River And District Health,https://www.williamoslerhs.ca/en/index.aspx
"7199 Gelert Road, P.O. Box 115",Haliburton,Haliburton Site,https://www.williamoslerhs.ca/en/index.aspx
4575 Deep Bay Road,Minden,Minden Site,https://www.williamoslerhs.ca/en/index.aspx
1111 Ghislain Street,Hawkesbury,Hawkesbury And District General Hospital,https://www.williamoslerhs.ca/en/index.aspx
2675 Concession Road,Kemptville,Kemptville District Hospital,https://www.williamoslerhs.ca/en/index.aspx
166 Brock Street,Kingston,Hotel Dieu Hospital,https://www.williamoslerhs.ca/en/index.aspx
76 Stuart Street,Kingston,Kingston General Hospital,https://www.williamoslerhs.ca/en/index.aspx
820 John Marks Avenue,Kingston,Breast Imaging Kingston Centre,https://www.williamoslerhs.ca/en/index.aspx
"555 California Avenue, Unit 7 & 8",Brockville,Brockville Dialysis Clinic,https://www.williamoslerhs.ca/en/index.aspx
115 Barrack Street,Kingston,Street Health Centre,https://www.williamoslerhs.ca/en/index.aspx
752 King Street West,Kingston,Providence Care Hospital,https://www.williamoslerhs.ca/en/index.aspx
340 Union Street,Kingston,Transitional Care Centre,https://www.williamoslerhs.ca/en/index.aspx
10 Angeline Street North,Lindsay,Ross Memorial Hospital,https://www.williamoslerhs.ca/en/index.aspx
8 Richmond Park Drive,Napanee,Lennox And Addington County General Hospital,https://www.williamoslerhs.ca/en/index.aspx
1 Hospital Court,Oshawa,Oshawa Hospital,https://www.williamoslerhs.ca/en/index.aspx
47 Liberty Street South,Bowmanville,Bowmanville Hospital,https://www.williamoslerhs.ca/en/index.aspx
580 Harwood Avenue South,Ajax,Ajax and Pickering Health Centre (Ajax),https://www.williamoslerhs.ca/en/index.aspx
451 Paxton Street,Port Perry,Port Perry Hospital,https://www.williamoslerhs.ca/en/index.aspx
300 Gordon Street,Whitby,Whitby Hospital,https://www.williamoslerhs.ca/en/index.aspx
1690 Dersan Street,Pickering,Jerry Coughlan Health and Wellness Centre (Pickering),https://www.williamoslerhs.ca/en/index.aspx
"1453 Prince Road, Windsor, ON N9C 3Z4",Windsor,Hôtel-Dieu Grace Healthcare - Tayfour Campus,https://www.williamoslerhs.ca/en/index.aspx
"1995 Lens Avenue, Windsor, ON N8W 1L9",Windsor,Windsor Regional Hospital - Metropolitan Campus,https://www.williamoslerhs.ca/en/index.aspx
"1030 Ouellette Avenue, Windsor, ON N9A 1E1",Windsor,Windsor Regional Hospital - Ouellette Campus,https://www.williamoslerhs.ca/en/index.aspx
"3640 Wells Street, Windsor, ON N9C 1T9",Windsor,Windsor Regional Hospital - Maryvale Campus,https://www.williamoslerhs.ca/en/index.aspx
"270 Carling Terrace, Wingham, ON N0G 2W0",Wingham,Wingham And District Hospital,https://www.williamoslerhs.ca/en/index.aspx
"270 Riddell Street, Woodstock, ON N4S 6N6",Woodstock,Woodstock Hospital,https://www.williamoslerhs.ca/en/index.aspx
"201 Georgian Drive, Barrie, ON L4M 6M2",Barrie,Royal Victoria Regional Health Centre,https://www.sickkids.ca/
"555 University Avenue, Toronto, ON M5G 1X8",Toronto,The Hospital for Sick Children (SickKids),https://www.sickkids.ca/
"201 Georgian Drive, Barrie, ON L4M 6M2",Barrie,RVH,https://www.sickkids.ca/
"201 Georgian Drive, Barrie, ON L4M 6M2",Barrie,Royal Victoria Regional Health Centre (RVH),https://www.sickkids.ca/
"201 Georgian Drive, Barrie, ON L4M 6M2",Barrie,RVH,https://www.sickkids.ca/
"300 Peter St N, Orillia, ON",Orillia,Orillia Soldiers’ Memorial Hospital,https://www.sickkids.ca/
201 Georgian Drive,Barrie,RVH,https://www.sickkids.ca/
"201 Georgian Drive, Barrie, ON L4M 6M2",Barrie,RVH,https://www.sickkids.ca/
"70 Wellington Street West, Barrie, ON L4N 1K4",Barrie,RVH Withdrawal Management Services,https://www.sickkids.ca/
"201 Georgian Drive, Barrie, ON L4M 6M2",Barrie,Royal Victoria Regional Health Centre,https://www.sickkids.ca/
"66 Wellington Street West, Barrie, ON L4N 1K4",Barrie,Regional Renal Outpatient Program (Satellite Dialysis),https://www.sickkids.ca/
"7325 Yonge St, Innisfil, ON L9S 2M6",Innisfil,RVH-Innisfil (Rizzardo Health & Wellness Centre),https://www.sickkids.ca/
"201 Georgian Drive, ON L4N 6M2",Barrie,Royal Victoria Regional Health Centre,https://www.sickkids.ca/
"201 Georgian Drive, Barrie ON L4M 6M2",Barrie,Royal Victoria Regional Health Centre,https://www.sickkids.ca/
"100 Frank Miller Drive, Huntsville, ON P1H 1H7",Huntsville,Huntsville District Memorial Hospital Site,https://wellspring.ca/locations/gta/
"75 Ann Street, Bracebridge, ON P1L 2E4",Bracebridge,South Muskoka Memorial Hospital Site,https://wellspring.ca/locations/gta/
100 Frank Miller Drive,Huntsville,Huntsville District Memorial Hospital,https://www.immigrationmedtoronto.com/
75 Ann Street,Bracebridge,South Muskoka Memorial Hospital,https://www.immigrationmedtoronto.com/
"100 Frank Miller Drive, Huntsville, ON P1H 1H7",Huntsville,Huntsville District Memorial Hospital Site,https://www.immigrationmedtoronto.com/
"75 Ann Street, Bracebridge, ON P1L 2E4",Bracebridge,South Muskoka Memorial Hospital Site,https://www.immigrationmedtoronto.com/
351 SW 9th Street,Ontario,Saint Alphonsus Medical Center - Ontario,https://healthone.ca/
7 St. Francis Memorial Drive,Barry's Bay,St. Francis Memorial Hospital,https://www.ottawapublichealth.ca/en/public-health-services/annual-reports.aspx
"1800 8th St E, Box 1800, ON N4K 6M9",Owen Sound,Brightshores Health System,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"22 Moore St, ON N0H 1W0",Lion's Head,Brightshores Health System - Lion's Head Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"220 Toronto St S, ON N0C 1H0",Markdale,Brightshores Health System - Markdale Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"229 Nelson St W, ON N4L 1A3",Meaford,Brightshores Health System - Meaford Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"1800 8th St E, Box 1800, ON N4K 6M9",Owen Sound,Brightshores Health System - Owen Sound Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"340 High St, ON N0H 2L0",Southampton,Brightshores Health System - Southampton Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"369 Mary St, ON N0H 2T0",Wiarton,Brightshores Health System - Wiarton Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"800 Commissioners Rd E, ON N6A 5W9",London,Children's Hospital London Health Sciences Centre,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"98 Shipley St, ON N0M 1L0",Clinton,Clinton Public Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"1824 Concession Dr, ON N0L 1Z0",Newbury,Four Counties Health Services,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"90 7th Ave, ON N4N 1N1",Hanover,Hanover and District Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"120 Napier St, ON N7A 1W5",Goderich,Huron Health System - Alexandra Marine and General Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"24 Huron St W, ON N0M 1S2",Exeter,Huron Health System - South Huron Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"255 Elizabeth St E, ON N4W 2P5",Listowel,Listowel Memorial Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
