Address,City,Name,Phone Number,Website,Zip Code,source_url
"2880 Queen St E, Unit 7",Brampton,MedBox Rx Pharmacy - Brampton East,905-451-4888,https://www.centralwesthealthline.ca/displayService.aspx?id=220204,L6S 6E8,https://www.poidata.io/report/pharmacy/canada/ontario
1111 Albion Rd,Etobicoke,Medi Plus Pharmacy,416-744-8264,https://www.centralwesthealthline.ca/displayService.aspx?id=61117,M9V 1A9,https://www.poidata.io/report/pharmacy/canada/ontario
"20 Red Maple Dr, Unit 14",Brampton,Medi Plus Pharmacy 003 - Brampton - Red Maple Dr,905-452-7771,https://www.centralwesthealthline.ca/displayService.aspx?id=169753,L6X 4N7,https://www.poidata.io/report/pharmacy/canada/ontario
"178 John St, Unit 107",Brampton,Medi-Place Healthcare Pharmacy,905-451-3500,https://www.centralwesthealthline.ca/displayService.aspx?id=61082,L6W 2A4,https://www.poidata.io/report/pharmacy/canada/ontario
"28 Mill St, Unit 104",Orangeville,MediCrest Pharmacy,519-398-2323,https://www.centralwesthealthline.ca/displayService.aspx?id=222547,L9W 2M3,https://www.poidata.io/report/pharmacy/canada/ontario
195 Broadway,Orangeville,Medione Chafford Pharmacy,519-940-0888,https://www.centralwesthealthline.ca/displayService.aspx?id=222548,L9W 1K2,https://www.poidata.io/report/pharmacy/canada/ontario
"8920 Hwy 50, Unit E6",Brampton,MediOne Fogal Pharmacy,905-915-8777,https://www.centralwesthealthline.ca/displayService.aspx?id=61066,L6P 3A3,https://www.poidata.io/report/pharmacy/canada/ontario
"200 County Court Blvd, Unit C",Brampton,MedRose Pharmacy and Medical Centre,905-451-9119,https://www.centralwesthealthline.ca/displayService.aspx?id=220205,L6W 4L2,https://www.poidata.io/report/pharmacy/canada/ontario
20 Great Lakes Dr,Brampton,Metro Pharmacy - Brampton - Great Lakes Dr,905-789-6464,https://www.centralwesthealthline.ca/displayService.aspx?id=61079,L6R 2K7,https://www.poidata.io/report/pharmacy/canada/ontario
25 Peel Centre Dr,Brampton,Metro Pharmacy - Brampton - Peel Centre Dr,905-793-0600,https://www.centralwesthealthline.ca/displayService.aspx?id=61039,L6T 3R5,https://www.poidata.io/report/pharmacy/canada/ontario
"9886 Torbram Rd, Unit 110",Brampton,MyLocalRx Vantage Pharmacy - Brampton - Torbram Rd,905-863-2227,https://www.centralwesthealthline.ca/displayService.aspx?id=222525,L6S 3L9,https://www.poidata.io/report/pharmacy/canada/ontario
56 Westmore Dr,Etobicoke,New Care Pharmacy - Etobicoke,416-740-6565,https://www.centralwesthealthline.ca/displayService.aspx?id=191946,M9V 3Z7,https://www.poidata.io/report/pharmacy/canada/ontario
70 Clementine Dr,Brampton,No Frills - Loblaw Pharmacy - Brampton - Clementine Dr,905-457-9312,https://www.centralwesthealthline.ca/displayService.aspx?id=60967,L6Y 0L8,https://www.poidata.io/report/pharmacy/canada/ontario
85 Steeles Ave W,Brampton,No Frills - Loblaw Pharmacy - Brampton - Steeles Ave W,905-451-9987,https://www.centralwesthealthline.ca/displayService.aspx?id=60965,L6Y 0K3,https://www.poidata.io/report/pharmacy/canada/ontario
1530 Albion Rd,Toronto,Nofrills DRUGStore Pharmacy - Etobicoke - Albion Rd,416-744-7389,https://www.centralwesthealthline.ca/displayService.aspx?id=60972,M9V 1B4,https://www.poidata.io/report/pharmacy/canada/ontario
"101 2nd Line, RR 1",Shelburne,NoFrills DRUGStore Pharmacy - Shelburne,519-925-0933,https://www.centralwesthealthline.ca/displayService.aspx?id=60977,L9V 3J4,https://www.poidata.io/report/pharmacy/canada/ontario
4-115 Yellow Avens Blvd,Brampton,North Airport Pharmacy,905-789-9977,https://www.centralwesthealthline.ca/displayService.aspx?id=223458,L6R 0M5,https://www.poidata.io/report/pharmacy/canada/ontario
"North Bramalea Medical Centre, 9780 Bramalea Rd",Brampton,North Bramalea Pharmacy,905-791-2453,https://www.centralwesthealthline.ca/displayService.aspx?id=61035,L6S 2P1,https://www.poidata.io/report/pharmacy/canada/ontario
10635 Creditview Rd,Brampton,Northview Pharmacy - Brampton,905-846-3200,https://www.centralwesthealthline.ca/displayService.aspx?id=150888,L7A 3A4,https://www.poidata.io/report/pharmacy/canada/ontario
"955 Bovaird Dr W, Unit 16",Brampton,Olde Town Pharmacy,905-452-6333,https://www.centralwesthealthline.ca/displayService.aspx?id=191657,L6X 5K7,https://www.poidata.io/report/pharmacy/canada/ontario
"170 Lakeview Court, Unit 2",Orangeville,Orange Care Pharmacy - Orangeville - Lakeview Court,519-307-2006,https://www.centralwesthealthline.ca/displayService.aspx?id=151436,L9W 5J7,https://www.poidata.io/report/pharmacy/canada/ontario
"50 Rolling Hills Dr, Unit 5",Orangeville,Orangeville Pharmacy,519-307-8100,https://www.centralwesthealthline.ca/displayService.aspx?id=170166,L9W 6T6,https://www.poidata.io/report/pharmacy/canada/ontario
9025 Torbram Rd,Brampton,Pan Drugs,905-792-3011,https://www.centralwesthealthline.ca/displayService.aspx?id=61087,L6S 3L2,https://www.poidata.io/report/pharmacy/canada/ontario
169 Queen St E,Brampton,Peel Memorial Pharmacy - Brampton - Queen St,905-497-4771,https://www.centralwesthealthline.ca/displayService.aspx?id=191861,L6V 2B2,https://www.poidata.io/report/pharmacy/canada/ontario
"345 Queen St W, Unit 5",Brampton,Peel Pharmacy,905-452-1622,https://www.centralwesthealthline.ca/displayService.aspx?id=61020,L6Y 3A9,https://www.poidata.io/report/pharmacy/canada/ontario
"831 Bovaird Dr W, Unit 26",Brampton,Pendale Pharmacy,905-789-6500,https://www.centralwesthealthline.ca/displayService.aspx?id=191862,L6X 0T9,https://www.poidata.io/report/pharmacy/canada/ontario
106 Humber College Blvd,Toronto,Permanent Drug Mart,416-745-6212,https://www.centralwesthealthline.ca/displayService.aspx?id=61142,M9V 4E4,https://www.poidata.io/report/pharmacy/canada/ontario
140 Woodbridge Ave,Woodbridge,Pharma Centro,905-265-1265,https://www.centralwesthealthline.ca/displayService.aspx?id=61146,L4L 4K9,https://www.poidata.io/report/pharmacy/canada/ontario
"Bolton Medical Centre, 12295 Hwy 50, Suite 201",Bolton,PharmaChoice - Bolton - Hwy 50 (Bolton Compounding Pharmacy),905-857-4332,https://www.centralwesthealthline.ca/displayService.aspx?id=111977,L7E 1M2,https://www.poidata.io/report/pharmacy/canada/ontario
"15 Fandor Way, Unit 1A",Brampton,PharmaChoice - Brampton - Fandor Way (Fandor Pharmacy),905-840-0057,https://www.centralwesthealthline.ca/displayService.aspx?id=191635,L7A 4S2,https://www.poidata.io/report/pharmacy/canada/ontario
"60 Gillingham Dr, Unit 101",Brampton,PharmaChoice - Brampton - Gillingham Dr (Main St Pharmay),905-454-3008,https://www.centralwesthealthline.ca/displayService.aspx?id=61077,L6X 0Z9,https://www.poidata.io/report/pharmacy/canada/ontario
"8917 Gore Rd, Unit 7",Brampton,PharmaChoice - Brampton - Gore Rd (Superhealth Pharmacy),905-794-4470,https://www.centralwesthealthline.ca/displayService.aspx?id=61101,L6P 2L1,https://www.poidata.io/report/pharmacy/canada/ontario
"17 Kings Cross Rd, Unit 4",Brampton,PharmaChoice - Brampton - Kings Cross Rd (Kings Cross Pharmacy),905-799-1788,https://www.centralwesthealthline.ca/displayService.aspx?id=61074,L6T 3V5,https://www.poidata.io/report/pharmacy/canada/ontario
"2945 Sandalwood Pkwy E, Unit 4",Brampton,PharmaChoice - Brampton - Sandalwood Pkwy E (Castlemore Pharmacy),905-791-2550,https://www.centralwesthealthline.ca/displayService.aspx?id=61055,L6R 3J6,https://www.poidata.io/report/pharmacy/canada/ontario
"164 Sandalwood Pkwy E, Unit 200",Brampton,PharmaChoice - Brampton - Sandalwood Pkwy E (UltraCare Specialty Pharmacy),905-495-1110,https://www.centralwesthealthline.ca/displayService.aspx?id=199019,L6Z 3S4,https://www.poidata.io/report/pharmacy/canada/ontario
"50 Sunny Meadow Blvd, Unit 100",Brampton,PharmaChoice - Brampton - Sunny Meadow Blvd (Sunny Meadow Pharmacy),905-497-9594,https://www.centralwesthealthline.ca/displayService.aspx?id=222538,L6R 1X5,https://www.poidata.io/report/pharmacy/canada/ontario
"205 Van Kirk Dr, Unit 12A",Brampton,PharmaChoice - Brampton - Van Kirk Dr (Van Kirk Pharmacy),905-495-9911,https://www.centralwesthealthline.ca/displayService.aspx?id=61105,L7A 3V4,https://www.poidata.io/report/pharmacy/canada/ontario
150 West Dr,Brampton,PharmaChoice - Brampton - West Dr (Healthplex Pharmacy),905-454-7410 ext 2,https://www.centralwesthealthline.ca/displayService.aspx?id=61070,L6T 4P9,https://www.poidata.io/report/pharmacy/canada/ontario
"220 Wexford Rd, Unit 7",Brampton,PharmaChoice - Brampton - Wexford Rd (Medguru Pharmacy),905-450-7111,https://www.centralwesthealthline.ca/displayService.aspx?id=222522,L6Z 4N7,https://www.poidata.io/report/pharmacy/canada/ontario
"12560 Kennedy Rd, Unit 2",Caledon,PharmaChoice - Caledon - Kennedy Rd (Caledon Compounding Pharmacy),905-288-7555,https://www.centralwesthealthline.ca/displayService.aspx?id=222545,L7C 4C4,https://www.poidata.io/report/pharmacy/canada/ontario
"2267 Islington Ave, Unit 6",Etobicoke,PharmaChoice - Etobicoke - Islington Ave (Rexdale Pharma),416-749-6006,https://www.centralwesthealthline.ca/displayService.aspx?id=191943,M9W 3W7,https://www.poidata.io/report/pharmacy/canada/ontario
2291 Kipling Ave,Etobicoke,PharmaChoice - Etobicoke - Kipling Ave (Kipling Heights Pharmacy),416-747-2999,https://www.centralwesthealthline.ca/displayService.aspx?id=170161,M9W 4L6,https://www.poidata.io/report/pharmacy/canada/ontario
"500 Rexdale Blvd, Unit A2",Etobicoke,PharmaChoice - Etobicoke - Rexdale Blvd (Woodbine Pharmacy),416-679-8711,https://www.centralwesthealthline.ca/displayService.aspx?id=61122,M9W 6K5,https://www.poidata.io/report/pharmacy/canada/ontario
23 Main St S,Grand Valley,PharmaChoice - Grand Valley (Grand Valley Drug Store),519-928-3303,https://www.centralwesthealthline.ca/displayService.aspx?id=61014,L9W 5S8,https://www.poidata.io/report/pharmacy/canada/ontario
"2980 Drew Rd, Unit 126",Mississauga,PharmaChoice - Mississauga - Drew Rd (Drewport Pharmacy),905-673-3784,https://www.centralwesthealthline.ca/displayService.aspx?id=61007,L4T 0A7,https://www.poidata.io/report/pharmacy/canada/ontario
8 Queen St N,Bolton,Pharmasave - Bolton - Queen St (Bolton Pharmacy and Health Centre),905-533-7700,https://www.centralwesthealthline.ca/displayService.aspx?id=191929,L7E 1C8,https://www.poidata.io/report/pharmacy/canada/ontario
"2250 Bovaird Dr, Unit 101, 102",Brampton,Pharmasave - Brampton - Bovaird Dr (Bovaird Springdale Pharmacy),905-595-4968,https://www.centralwesthealthline.ca/displayService.aspx?id=61093,L6R 0W3,https://www.poidata.io/report/pharmacy/canada/ontario
"490 Bramalea Rd, Unit 3, Level 1",Brampton,Pharmasave - Brampton - Bramalea Rd (BramQueen Pharmacy),905-451-3644,https://www.centralwesthealthline.ca/displayService.aspx?id=61053,L6T 0G1,https://www.poidata.io/report/pharmacy/canada/ontario
"75 Braydon Blvd, Unit 3",Brampton,Pharmasave - Brampton - Braydon Blvd (Castlemore Medical Pharmacy),905-794-7585,https://www.centralwesthealthline.ca/displayService.aspx?id=61092,L6P 2S4,https://www.poidata.io/report/pharmacy/canada/ontario
"90 Collingwood Ave, Unit 1",Brampton,Pharmasave - Brampton - Collingwood Ave (Huronwood Compounding Pharmacy),905-793-1545,https://www.centralwesthealthline.ca/displayService.aspx?id=222511,L7A 1L7,https://www.poidata.io/report/pharmacy/canada/ontario
"166 Davenfield Circle, Unit 2",Brampton,Pharmasave - Brampton - Davenfield Circle (Nexus Pharmacy and Herbals),905-915-9171,https://www.centralwesthealthline.ca/displayService.aspx?id=191655,L6P 4L9,https://www.poidata.io/report/pharmacy/canada/ontario
"2 Dewside Dr, Units 25-26",Brampton,Pharmasave - Brampton - Dewside Dr (BramNorth Pharmacy),905-792-7333,https://www.centralwesthealthline.ca/displayService.aspx?id=169601,L6R 3Y5,https://www.poidata.io/report/pharmacy/canada/ontario
115 Dufay Rd,Brampton,Pharmasave - Brampton - Dufay Rd (Wellness Point),905-843-7155,https://www.centralwesthealthline.ca/displayService.aspx?id=220235,L7A 0B5,https://www.poidata.io/report/pharmacy/canada/ontario
"8405 Financial Dr, Units 5 and 6",Brampton,Pharmasave - Brampton - Financial Dr (Lionhead Pharmacy),905-456-7866,https://www.centralwesthealthline.ca/displayService.aspx?id=197330,L6Y 1M1,https://www.poidata.io/report/pharmacy/canada/ontario
"275 Gardenbrooke Trail, Unit 110",Brampton,Pharmasave - Brampton - Gardenbrooke Trail (Gardenbrooke Pharmacy),905-913-0045,https://www.centralwesthealthline.ca/displayService.aspx?id=191637,L6P 4M6,https://www.poidata.io/report/pharmacy/canada/ontario
"7910 Hurontario St, Unit 14",Brampton,Pharmasave - Brampton - Hurontario St (Bramcentre Pharmacy),905-497-5177,https://www.centralwesthealthline.ca/displayService.aspx?id=61044,L6Y 0P6,https://www.poidata.io/report/pharmacy/canada/ontario
"131 Kennedy Rd N, Unit 2",Brampton,Pharmasave - Brampton - Kennedy Rd N (Cumberland Pharmacy),905-457-1264,https://www.centralwesthealthline.ca/displayService.aspx?id=61062,L6V 1X9,https://www.poidata.io/report/pharmacy/canada/ontario
"60 Lacoste Blvd, Unit 104",Brampton,Pharmasave - Brampton - Lacoste Blvd (Lacoste Pharmacy),905-794-5551,https://www.centralwesthealthline.ca/displayService.aspx?id=169758,L6P 4B5,https://www.poidata.io/report/pharmacy/canada/ontario
14 Lisa St,Brampton,Pharmasave - Brampton - Lisa St (BramCity Pharmacy),905-460-0330,https://www.centralwesthealthline.ca/displayService.aspx?id=61094,L6T 4W2,https://www.poidata.io/report/pharmacy/canada/ontario
80 Maritime Ontario Blvd,Brampton,Pharmasave - Brampton - Maritime Ontario Blvd (Maritime Pharmacy),905-800-3200,https://www.centralwesthealthline.ca/displayService.aspx?id=220208,L6S 0E7,https://www.poidata.io/report/pharmacy/canada/ontario
"10725 McLaughlin Rd, Unit 3",Brampton,Pharmasave - Brampton - McLaughlin Rd (Potters Wheel Pharmacy),905-846-9666,https://www.centralwesthealthline.ca/displayService.aspx?id=199014,L7A 3E5,https://www.poidata.io/report/pharmacy/canada/ontario
"11615 McVean Dr, Unit 41",Brampton,Pharmasave - Brampton - McVean Dr (MayMc Pharmacy),905-913-5599,https://www.centralwesthealthline.ca/displayService.aspx?id=220206,L6P 4N5,https://www.poidata.io/report/pharmacy/canada/ontario
"100 Pertosa Dr, Suite 101",Brampton,Pharmasave - Brampton - Petrosa Dr (Westbram Pharmasave),905-454-5111,https://www.centralwesthealthline.ca/displayService.aspx?id=61111,L6X 0H9,https://www.poidata.io/report/pharmacy/canada/ontario
"111 Queen St W, Unit 102",Brampton,Pharmasave - Brampton - Queen St (Bramtown Pharmacy),905-291-1881,https://www.centralwesthealthline.ca/displayService.aspx?id=220237,L6Y 2E4,https://www.poidata.io/report/pharmacy/canada/ontario
"645 Remembrance Rd, Unit B103-104",Brampton,Pharmasave - Brampton - Remembrance Rd (Remembrance Pharmacy),905-843-3232,https://www.centralwesthealthline.ca/displayService.aspx?id=222290,L7A 3W3,https://www.poidata.io/report/pharmacy/canada/ontario
"50 Sunnyvale Gate, Unit 11",Brampton,Pharmasave - Brampton - Sunnyvale Gate (Sunnyvale Medical Centre and Pharmacy),647-876-6337,https://www.centralwesthealthline.ca/displayService.aspx?id=191892,L6S 0C4,https://www.poidata.io/report/pharmacy/canada/ontario
"15955 Airport Rd, Suite 102",Caledon,Pharmasave - Caledon - Airport Rd (Gunter Apothecary),905-584-1010,https://www.centralwesthealthline.ca/displayService.aspx?id=61112,L7C 1H9,https://www.poidata.io/report/pharmacy/canada/ontario
"18371 Hurontario St, Unit 5",Caledon Village,Pharmasave - Caledon - Hurontario St (Caledon Pharmacy),519-927-5550,https://www.centralwesthealthline.ca/displayService.aspx?id=199034,L7K 0X7,https://www.poidata.io/report/pharmacy/canada/ontario
12531 Kennedy Rd,Caledon,Pharmasave - Caledon - Kennedy Rd (Southfield's Pharmacy),905-996-2040,https://www.centralwesthealthline.ca/displayService.aspx?id=191931,L7C 3T6,https://www.poidata.io/report/pharmacy/canada/ontario
"15 Brenda Blvd, Units 11-12",Orangeville,Pharmasave - Orangeville - Brenda Blvd (Broadway Pharmacy),519-942-9500,https://www.centralwesthealthline.ca/displayService.aspx?id=61129,L9W 3Y5,https://www.poidata.io/report/pharmacy/canada/ontario
"33A Broadway, Unit 3",Orangeville,Pharmasave - Orangeville - Broadway Ave (Orangeville Urgent Care Pharmacy),519-938-8338,https://www.centralwesthealthline.ca/displayService.aspx?id=170167,L9W 1J7,https://www.poidata.io/report/pharmacy/canada/ontario
"17220 Peel Regional Rd, Hwy 50",Palgrave,Pharmasave - Palgrave - Palgrave Regional Rd (Palgrave Pharmacy),905-583-6979,https://www.centralwesthealthline.ca/displayService.aspx?id=222544,L7E 0L1,https://www.poidata.io/report/pharmacy/canada/ontario
303 Col Phillips Dr,Shelburne,Pharmasave - Shelburne - Col Phillips Dr (Shelburne Pharmacy),519-306-9506,https://www.centralwesthealthline.ca/displayService.aspx?id=220209,L0N 1S1,https://www.poidata.io/report/pharmacy/canada/ontario
"5731 Hwy 7, Unit 15",Woodbridge,Pharmasave - Woodbridge (Alpha Woodbridge Pharmacy),905-264-8040,https://www.centralwesthealthline.ca/displayService.aspx?id=170226,L4L 4Y9,https://www.poidata.io/report/pharmacy/canada/ontario
"3 Brewster Rd, Unit 19",Brampton,Pillway Central - SHG Pharmacy,416-901-1227,https://www.centralwesthealthline.ca/displayService.aspx?id=199013,L6R 0S9,https://www.poidata.io/report/pharmacy/canada/ontario
"6375 Dixie Rd, Unit 6",Mississauga,PocketPills,1-855-950-7225,https://www.centralwesthealthline.ca/displayService.aspx?id=199105,L5T 2E7,https://www.poidata.io/report/pharmacy/canada/ontario
"20 Polonia Ave, Unit 109",Brampton,Polonia Ave Pharmacy,905-460-0505,https://www.centralwesthealthline.ca/displayService.aspx?id=169759,L6Y 0K9,https://www.poidata.io/report/pharmacy/canada/ontario
"68 Bramalea Rd, Unit 6",Brampton,Polycare Pharmacy,905-792-1688,https://www.centralwesthealthline.ca/displayService.aspx?id=191865,L6T 0H2,https://www.poidata.io/report/pharmacy/canada/ontario
"25 Woodstream Blvd, Unit 6",Woodbridge,Pro Pharmacy,905-605-7776,https://www.centralwesthealthline.ca/displayService.aspx?id=191963,L4L 7Y8,https://www.poidata.io/report/pharmacy/canada/ontario
"2257 Islington Ave, Unit 103",Etobicoke,Procare Pharmacy - Etobicoke,416-746-4030,https://www.centralwesthealthline.ca/displayService.aspx?id=151435,M9W 3W6,https://www.poidata.io/report/pharmacy/canada/ontario
"11755 Bramalea Rd, Unit 4",Brampton,Pulse Pharmacy,289-801-8997,https://www.centralwesthealthline.ca/displayService.aspx?id=191864,L6R 3S9,https://www.poidata.io/report/pharmacy/canada/ontario
550 Veterans Dr,Brampton,Pure Health Veterans Compounding Pharmacy,905-843-0070,https://www.centralwesthealthline.ca/displayService.aspx?id=224247,L7A 5M3,https://www.poidata.io/report/pharmacy/canada/ontario
"215 Queen St E, Unit 8",Brampton,Queen Best Pharmacy - Brampton,905-457-7700,https://www.centralwesthealthline.ca/displayService.aspx?id=169760,L6W 0A9,https://www.poidata.io/report/pharmacy/canada/ontario
"284 Queen St E, Unit 116",Brampton,Queen Hansen Pharmacy,905-782-8384,https://www.centralwesthealthline.ca/displayService.aspx?id=191887,L6V 1C2,https://www.poidata.io/report/pharmacy/canada/ontario
157 Queen St E,Brampton,Queen Lynch Pharmacy,905-450-3500,https://www.centralwesthealthline.ca/displayService.aspx?id=61018,L6W 3X4,https://www.poidata.io/report/pharmacy/canada/ontario
79 Queen St W,Brampton,Queen's Plate Pharmacy,289-752-7993,https://www.centralwesthealthline.ca/displayService.aspx?id=61029,L6Y 1M2,https://www.poidata.io/report/pharmacy/canada/ontario
306 Rexdale Blvd,Etobicoke,Quick-Med Pharmacy,416-342-5146,https://www.centralwesthealthline.ca/displayService.aspx?id=61127,M9W 1R6,https://www.poidata.io/report/pharmacy/canada/ontario
"3427 Derry Rd E, Unit 113",Mississauga,QuickPill Pharmacy,905-677-5225,https://www.centralwesthealthline.ca/displayService.aspx?id=191648,L4T 4H7,https://www.poidata.io/report/pharmacy/canada/ontario
"9960 Airport Rd, Unit 2",Brampton,Remedy'sRx Pharmacy - Brampton - Airport Rd (Castlemore West Pharmacy),905-793-8585,https://www.centralwesthealthline.ca/displayService.aspx?id=61054,L6S 0C5,https://www.poidata.io/report/pharmacy/canada/ontario
"4550 Ebenezer Rd, Unit 4",Brampton,Remedy'sRx Pharmacy - Brampton - Ebenezer Rd (Pharma 7 Care),905-794-3500,https://www.centralwesthealthline.ca/displayService.aspx?id=61090,L6P 2R2,https://www.poidata.io/report/pharmacy/canada/ontario
"143 Inspire Blvd, Unit 2",Brampton,Remedy'sRx Pharmacy - Brampton - Inspire Blvd (Health Solutions Plus Pharmacy),905-789-1003,https://www.centralwesthealthline.ca/displayService.aspx?id=191644,L6R 3X9,https://www.poidata.io/report/pharmacy/canada/ontario
"83 Kennedy Rd S, Unit 23",Brampton,Remedy'sRx Pharmacy - Brampton - Kennedy Rd S (Clarence Pharmacy),905-874-1377,https://www.centralwesthealthline.ca/displayService.aspx?id=61057,L6W 3P3,https://www.poidata.io/report/pharmacy/canada/ontario
"36 Vodden St E, Unit 101",Brampton,Remedy'sRx Pharmacy - Brampton - Vodden St (Peace Health Pharmacy),905-451-1114,https://www.centralwesthealthline.ca/displayService.aspx?id=191860,L6V 4H4,https://www.poidata.io/report/pharmacy/canada/ontario
14 Fifth Ave,Orangeville,Remedy'sRx Pharmacy - Orangeville (Fifth Avenue Pharmacy),519-941-9921,https://www.centralwesthealthline.ca/displayService.aspx?id=61130,L9W 1G2,https://www.poidata.io/report/pharmacy/canada/ontario
"515 Riddell Rd, Unit 2",Orangeville,Remedy'sRx Pharmacy - Orangeville (Riddell Park Pharmacy and PCCA Compounding Centre),519-942-9940,https://www.centralwesthealthline.ca/displayService.aspx?id=173052,L9W 6X2,https://www.poidata.io/report/pharmacy/canada/ontario
"Rolling Hills Medical Centre, 140 Rolling Hills Dr",Orangeville,Remedy'sRx Pharmacy - Orangeville (Rolling Hills Pharmacy),519-942-2225,https://www.centralwesthealthline.ca/displayService.aspx?id=61133,L9W 4X9,https://www.poidata.io/report/pharmacy/canada/ontario
405 Queen St S,Bolton,Rexall Pharmacy - Bolton - Queen St S,905-857-3766,https://www.centralwesthealthline.ca/displayService.aspx?id=111974,L7E 2B5,https://www.poidata.io/report/pharmacy/canada/ontario
"Brampton Civic Hospital, 2100 Bovaird Dr",Brampton,Rexall Pharmacy - Brampton - Bovaird Dr (Brampton Civic Hospital),905-790-6308,https://www.centralwesthealthline.ca/displayService.aspx?id=61004,L6R 3J7,https://www.poidata.io/report/pharmacy/canada/ontario
"Greyrose Plaza, 10035 Hurontario St, Units 13-15",Brampton,Rexall Pharmacy - Brampton - Hurontario St,905-840-0660,https://www.centralwesthealthline.ca/displayService.aspx?id=60988,L6Z 0E6,https://www.poidata.io/report/pharmacy/canada/ontario
10425 Kennedy Rd N,Brampton,Rexall Pharmacy - Brampton - Kennedy Rd N (Wellcare Heart Lake Pharmacy),905-846-2828,https://www.centralwesthealthline.ca/displayService.aspx?id=61019,L6Z 0A4,https://www.poidata.io/report/pharmacy/canada/ontario
"Shoppers World, 499 Main St S",Brampton,Rexall Pharmacy - Brampton - Main St S,905-454-1202,https://www.centralwesthealthline.ca/displayService.aspx?id=60987,L6Y 1N7,https://www.poidata.io/report/pharmacy/canada/ontario
"Westbram Plaza, 398 Queen St W",Brampton,Rexall Pharmacy - Brampton - Queen St W,905-459-4758,https://www.centralwesthealthline.ca/displayService.aspx?id=60982,L6X 1B3,https://www.poidata.io/report/pharmacy/canada/ontario
"545 Steeles Ave W, Unit A01",Brampton,Rexall Pharmacy - Brampton - Steeles Ave W,905-453-1625,https://www.centralwesthealthline.ca/displayService.aspx?id=60991,L6Y 4E7,https://www.poidata.io/report/pharmacy/canada/ontario
"Centennial Mall, 227 Vodden St E, Unit 19",Brampton,Rexall Pharmacy - Brampton - Vodden St E,905-457-2955,https://www.centralwesthealthline.ca/displayService.aspx?id=60983,L6V 1N2,https://www.poidata.io/report/pharmacy/canada/ontario
250 Wincott Dr,Etobicoke,Rexall Pharmacy - Etobicoke - Wincott Dr,416-248-1735,https://www.centralwesthealthline.ca/displayService.aspx?id=61011,M9R 2R5,https://www.poidata.io/report/pharmacy/canada/ontario
520 Riddell Rd,Orangeville,Rexall Pharmacy - Orangeville,519-941-3053,https://www.centralwesthealthline.ca/displayService.aspx?id=61013,L9W 5L1,https://www.poidata.io/report/pharmacy/canada/ontario
"1570 Kipling Ave, Unit 4",Etobicoke,Richview Pharmacy,647-349-5566,https://www.centralwesthealthline.ca/displayService.aspx?id=196323,M9R 2Y1,https://www.poidata.io/report/pharmacy/canada/ontario
"305 Royal West Dr, Unit H",Brampton,Royal West Pharmacy,905-459-8700,https://www.centralwesthealthline.ca/displayService.aspx?id=170169,L6X 5K8,https://www.poidata.io/report/pharmacy/canada/ontario
"5 Cherrycrest Dr, Unit 3",Brampton,RxHealthMed - Brampton - Cherrycrest Dr (Riverstone Pharmacy),905-915-8388,https://www.centralwesthealthline.ca/displayService.aspx?id=169763,L6P 3W4,https://www.poidata.io/report/pharmacy/canada/ontario
"9990 The Gore Rd, Unit 104",Brampton,RxHealthMed - Brampton - Gore Rd (Evergreen Pharmacy),289-801-0055,https://www.centralwesthealthline.ca/displayService.aspx?id=187692,L6P 0A7,https://www.poidata.io/report/pharmacy/canada/ontario
"320 Main St N, Unit 12",Brampton,RxHealthMed - Brampton - Main Street North (Vodden Medical Arts Pharmacy),905-455-3381,https://www.centralwesthealthline.ca/displayService.aspx?id=61017,L6V 4A3,https://www.poidata.io/report/pharmacy/canada/ontario
"1620 Albion Rd, Unit 106",Etobicoke,RxHealthMed - Etobicoke - Albion Rd (Rexdale Pharmacy),416-913-2002,https://www.centralwesthealthline.ca/displayService.aspx?id=61143,M9V 4B4,https://www.poidata.io/report/pharmacy/canada/ontario
"10510 Torbram Rd, Units D-E",Brampton,Sandalwood Care Pharmacy (Mylocalrx),905-791-6080,https://www.centralwesthealthline.ca/displayService.aspx?id=61091,L6R 3N9,https://www.poidata.io/report/pharmacy/canada/ontario
"170 Sandalwood Pkwy E, Unit 1",Brampton,Sandalwood Medical Pharmacy,905-495-5855,https://www.centralwesthealthline.ca/displayService.aspx?id=61095,L6Z 1Y5,https://www.poidata.io/report/pharmacy/canada/ontario
"375 Howden Blvd, Unit 2",Brampton,SaveOnRx Howden Pharmacy - Brampton - Howden St,905-497-1170,https://www.centralwesthealthline.ca/displayService.aspx?id=191889,L6S 4L6,https://www.poidata.io/report/pharmacy/canada/ontario
"shelburne, ON L9V 2Z4",shelburne,Shelburne Town Pharmacy,519-306-5500,nan,L9V 2Z4,https://www.poidata.io/report/pharmacy/canada/ontario
"2700 Kipling Ave, Etobicoke, ON M9V 4P2",Etobicoke,Shih Pharmacy,416-740-1623,nan,M9V 4P2,https://www.poidata.io/report/pharmacy/canada/ontario
"1 Queensgate Blvd, Bolton, ON L7E 2X7",Bolton,Shoppers Drug Mart - Bolton - Queensgate Blvd,905-857-2031,nan,L7E 2X7,https://www.poidata.io/report/pharmacy/canada/ontario
"10088 McLaughlin Rd, Unit 14, Brampton, ON L7A 2X6",Brampton,Shoppers Drug Mart - Brampton - 10088 McLaughlin Rd,905-846-4444,nan,L7A 2X6,https://www.poidata.io/report/pharmacy/canada/ontario
